Jenjang;fakultas/sekolah;prodi;nama_mk;semester;deskripsi_mk;sumber_deskripsi;status_kepmen;kriteria_kepmen_match;keyword_match
S1;FMIPA;Ilmu Komputer;Softskill: Kemampuan Berkompetisi SecaraSehat;Semester 13;Melatih berkompetisi secara sehat.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Ilmu Komputer;Hardskill: Manajemen Waktu danPenjadwalan;-;Melatih manajemen waktu dan penjadwalan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Ilmu Komputer;Hardskill: Majemen Perencanaan Produk;Semester 2;Mempelajari manajemen perencanaan produk.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Ilmu Komputer;Hardskill: Pemecahan Masalah;Semester 3;Melatih pemecahan masalah.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Ilmu Komputer;Hardskill: Pengelolaan Anggaran Organisasi;Semester 4;Melatih pengelolaan anggaran organisasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Ilmu Komputer;Hardskill: Manajemen Risiko;Semester 5;Mempelajari manajemen risiko.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Agama;Semester I;Mempelajari ajaran agama sebagai landasan moral, spiritual, dan etika dalam kehidupan pribadi, akademik, dan bermasyarakat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Kimia Dasar;Semester I;Mempelajari konsep dasar kimia: struktur atom, ikatan, stoikiometri, kesetimbangan, termokimia, dan larutan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Fisika Dasar 1;Semester I;Mempelajari konsep dasar mekanika, termodinamika, gelombang, listrik-magnet, dan optika beserta penerapannya.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Kalkulus;Semester I;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Pancasila;Semester I;Mempelajari Pancasila sebagai dasar negara, ideologi, dan sistem etika, serta penerapannya dalam kehidupan berbangsa dan bernegara.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Untai Listrik;Semester I;Mempelajari untai (rangkaian) listrik.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pemrograman;Semester I;Mempelajari dasar pemrograman.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Pemrograman;Semester I;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk dasar pemrograman.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Bahasa Inggris;Semester I;Mempelajari keterampilan bahasa Inggris (reading, writing, listening, speaking) untuk keperluan akademik dan profesional.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Elektronika Digital;Semester II;Mempelajari elektronika digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Bahasa Indonesia;Semester II;Mempelajari kaidah bahasa Indonesia dan keterampilan menulis akademik: ejaan, kalimat efektif, paragraf, dan penulisan karya ilmiah.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Matematika Elektronika 1;Semester II;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Fisika Dasar 2;Semester II;Mempelajari konsep dasar mekanika, termodinamika, gelombang, listrik-magnet, dan optika beserta penerapannya.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Pengantar Instrumentasi;Semester II;Mempelajari pengantar instrumentasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Metode Pengukuran;Semester II;Mempelajari metode pengukuran.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Sistem Pengoprasian;Semester II;Mempelajari sistem operasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Workshop Elektronika;Semester II;Lokakarya elektronika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Elektronika Digital;Semester II;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk elektronika digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Fisika Dasar 2;Semester II;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk fisika dasar.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Elektronika Analog;Semester III;Mempelajari elektronika analog.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Analisis Pengukuran Fisis;Semester III;Mempelajari analisis pengukuran besaran fisis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Matematika Elektronika 2;Semester III;Mempelajari konsep matematika (fungsi, limit, turunan, integral, aljabar) dan penerapannya dalam pemecahan masalah bidang ilmu.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Sistem Aktuator;Semester III;Mempelajari sistem aktuator.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kewarganegaraan;Semester III;Mempelajari hak dan kewajiban warga negara, demokrasi, konstitusi, identitas nasional, dan wawasan kebangsaan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Pengantar Sistem Kendali;Semester III;Mempelajari pengantar sistem kendali.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Sistem Sensor;Semester III;Mempelajari sistem sensor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pemrosesan Sinyal Digital 1;Semester III;Mempelajari pemrosesan sinyal digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Sistem Sensor;Semester III;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem sensor.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Sistem Aktuator;Semester III;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem aktuator.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Elektronika Analog;Semester III;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk elektronika analog.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Jaringan Komputer;Semester IV;Mempelajari jaringan komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Embedded System;Semester IV;Mempelajari sistem tertanam.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Sistem Kendali;Semester IV;Mempelajari sistem kendali.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Elektronika Lanjut;Semester IV;Mempelajari elektronika lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Programmable Logic Controller;Semester IV;Mempelajari PLC.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Instrumentasi Industri;Semester IV;Mempelajari instrumentasi industri.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kecerdasan Artifisial;Semester IV;Mempelajari kecerdasan buatan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Jaringan Komputer;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk jaringan komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Programmable Logic Controller;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk pLC.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Sistem Kendali;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem kendali.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Tugas Khusus 1;Semester IV;Tugas khusus.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Organisasi dan Arsitektur Komputer;Semester IV;Mempelajari organisasi dan arsitektur komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Etika Profesi dan Kewirausahaan;Semester V;Mempelajari pola pikir dan proses kewirausahaan: identifikasi peluang, model bisnis, validasi pasar, dan perencanaan usaha rintisan.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Metodologi Penelitian;Semester V;Mempelajari filosofi dan desain penelitian, perumusan masalah dan hipotesis, teknik sampling dan pengumpulan data, analisis data, serta etika penelitian.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Seminar;Semester V;Penyajian dan diskusi ilmiah atas proposal atau hasil penelitian mahasiswa untuk melatih kemampuan presentasi, argumentasi, dan penerimaan masukan akademik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Kerja Praktek;Semester V;Kegiatan praktik kerja di industri/instansi untuk menerapkan kompetensi program studi dan menyusun laporan praktik.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Tugas Khusus 2;Semester V;Tugas khusus.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kuliah Kerja Nyata;Semester VI;Kuliah Kerja Nyata: pembelajaran-pemberdayaan masyarakat di lokasi desa/wilayah melalui program kerja interdisipliner bersama masyarakat. Hanya dihitung untuk indikator Kepmen bila program kerjanya bertema lingkungan secara substansial (cek laporan/RPS).;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Komunikasi Masyarakat;Semester VI;Mempelajari teknik komunikasi efektif dengan masyarakat: penyampaian informasi, fasilitasi, dan membangun partisipasi.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Penerapan Teknologi Tepat Guna;Semester VI;Mempelajari perancangan dan penerapan teknologi tepat guna yang sesuai kebutuhan dan kapasitas masyarakat setempat.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Proposal Skripsi;Semester VII;Penyusunan proposal skripsi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Skripsi;Semester VIII;Pelaksanaan penelitian/proyek akhir mandiri di bawah bimbingan dosen, penulisan laporan ilmiah, dan ujian akhir. Keterkaitan dengan kriteria Kepmen bergantung pada topik tiap mahasiswa.;Leksikon MK umum;Tidak terkait / bergantung topik;;
S1;FMIPA;Elektronika dan Instrumentasi;Mikrokontroler;Semester II;Mempelajari mikrokontroler.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Algoritma dan Struktur Data;Semester II;Mempelajari algoritma dan struktur data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Algoritma dan Struktur Data;Semester II;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk algoritma dan struktur data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Mikrokontroler;Semester II;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk mikrokontroler.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Teknologi Proteksi Kekayaan Intelektual;Semester III;Mempelajari perlindungan kekayaan intelektual teknologi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Pemrosesan Sinyal Digital;Semester III;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk pemrosesan sinyal digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Robotika;Semester III;Mempelajari robotika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Arsitektur dan Infrastruktur Berkinerja Tinggi;Semester III;Mempelajari arsitektur komputasi berkinerja tinggi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Workshop Simulasi Elektronika;Semester IV;Lokakarya simulasi elektronika.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pemrosesan Sinyal Digital 2;Semester IV;Mempelajari pemrosesan sinyal digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Elektronika Lanjut;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk elektronika lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Embedded System;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk sistem tertanam.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Instrumentasi Industri;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk instrumentasi industri.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Biosistem;Semester IV;Mempelajari instrumentasi untuk sistem biologis.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Cloud Computing;Semester IV;Mempelajari komputasi awan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Big Data Architecture and Technology;Semester IV;Mempelajari arsitektur dan teknologi big data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Prak. Organisasi dan Arsitektur Komputer;Semester IV;Praktikum organisasi dan arsitektur komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Robotika Lanjut;Semester IV;Mempelajari robotika lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Robotika Lanjut;Semester IV;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk robotika lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;SCADA dan DCS;Semester V;Mempelajari SCADA dan DCS.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Teknologi IoT dan Aplikasinya;Semester V;Mempelajari teknologi IoT dan aplikasinya.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Instrumentasi dan Kendali Cerdas;Semester V;Mempelajari instrumentasi dan kendali cerdas.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Otomasi Industri;Semester V;Mempelajari otomasi industri.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pengolahan Citra Digital;Semester V;Mempelajari pengolahan citra digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kendali Digital;Semester V;Mempelajari kendali digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Development of Computing Data Center;Semester V;Mempelajari pengembangan pusat data.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Praktikum Kendali Digital;Semester V;Praktikum pendamping: melatih keterampilan laboratorium/lapangan untuk kendali digital.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pembelajaran Mesin;Semester V;Mempelajari pembelajaran mesin.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pemrograman Jaringan dan Piranti Bergerak;Semester VI;Mempelajari pemrograman jaringan dan perangkat bergerak.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pengenalan Pola;Semester VI;Mempelajari pengenalan pola.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Lingkungan Cerdas;Semester VI;Mempelajari sistem lingkungan cerdas (smart environment): sensor, IoT, kecerdasan buatan, dan interaksi sistem dengan pengguna dalam ruang/bangunan cerdas.;Kurasi manual;Tidak terkait (nama mirip keyword);;
S1;FMIPA;Elektronika dan Instrumentasi;Computer Vision;Semester VI;Mempelajari visi komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Keamanan Sistem dan Siber;Semester VI;Mempelajari keamanan sistem dan siber.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Telekomunikasi Generasi Lanjut;Semester VI;Mempelajari telekomunikasi generasi lanjut.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kapita Selekta Sistem Komputer dan Jaringan (Research Trends);Semester VI;Kapita selekta sistem komputer dan jaringan.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Deep Learning;Semester VI;Mempelajari deep learning: jaringan saraf tiruan, CNN, dan RNN.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Pengantar Blockchain;Semester VI;Mempelajari teknologi blockchain.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S1;FMIPA;Elektronika dan Instrumentasi;Kapita Selekta Lab Elins;Semester VI;Kapita selekta laboratorium elektronika dan instrumentasi.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Ilmu Komputer;Analisis Algoritma;Semester 1;Mempelajari analisis algoritma.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
S2;FMIPA;Magister Ilmu Komputer;Metodologi Riset Ilmu Komputer;Semester 1;Mempelajari metodologi riset ilmu komputer.;Deskripsi manual per MK;Tidak terkait (dinilai dari deskripsi);;
